problem,uuid,problem_type,question_type,source,answer
"II. (20 points) Given the parabola $E: y=x^{2}$ with focus $F$, a line $l$ passing through a point $M$ on the positive $y$-axis intersects the parabola $E$ at points $A$ and $B$. $O$ is the origin, and $\overrightarrow{O A} \cdot \overrightarrow{O B}=2$.
(1) Prove that the line $l$ passes through a fixed point;
(2) Let point $F$ be symmetric to point $C$ with respect to the line $O B$. Find the minimum value of the area of quadrilateral $O A B C$.",490d8d4c-c303-58cc-b0f3-dd49de591cec,Algebra,proof,olympiads,3
"5. Let $D$ be the set of real numbers excluding -1 . Find all functions $f: D \rightarrow D$ such that for all $x, y \in D$ satisfying $x \neq 0$ and $y \neq-x$, the equality

$$
(f(f(x))+y) f\left(\frac{y}{x}\right)+f(f(y))=x
$$

holds.

Solution: Plugging in $x=y \neq 0$ yields $f(f(x))=\alpha x$ for some constant $\alpha$. This holds for all $x \neq 0,-1$. If $\alpha$ was any real number different from 0 or 1 , we would get $f(f(-1 / \alpha))=-1$, which is a contradiction. Hence, only $\alpha=0$ or $\alpha=1$ are possible. In the former case $x=1, y=0$ gives a contradiction, so $f(f(x))=x$ for all $x \in D, x \neq 0$. Letting $x=1, y=f(1)$ gives $f(1)=0$ and so $f(0)=1$. Now, for all other $x$, we can plug in $\frac{1}{x}$ instead of $x$ and $y=1$ to obtain $f(x)=\frac{1-x}{1+x}$ (this formula now also works for $x=0$ ), and we can verify that this is indeed a solution:

$$
f(f(x))=\frac{1-\frac{1-x}{1+x}}{1+\frac{1-x}{1+x}}=\frac{1-x-(1-x)}{1+x+1-x}=x
$$

and thus

$$
(f(f(x))+y) f\left(\frac{y}{x}\right)+f(f(y))=(x+y) f\left(\frac{y}{x}\right)+y=(x+y) \frac{1-\frac{y}{x}}{1+\frac{y}{x}}+y=x-y+y=x
$$",c3df8de4-bce3-52be-b5aa-3e5346e56416,Algebra,proof,olympiads,f(x)=\frac{1-x}{1+x}
"4. Let $S$ be the set of all real numbers greater than -1, determine all functions $f: S \rightarrow S$, such that the following two conditions are satisfied:
(1) For all $x$ and $y$ in $S$, $f[x+f(y)+x \cdot f(y)]=y+f(x)+y \cdot f(x)$;
(2) In the intervals $(-1,0)$ and $(0,+\infty), \frac{f(x)}{x}$ is strictly increasing.
(IMO - 35 Problem)",12ff1524-54ba-5376-a95a-ca57a8a30d85,Algebra,proof,olympiads,f(x)=-\frac{x}{1+x}
"all functions $f: S \rightarrow S$ such that
$f(x+f(y)+x f(y))=y+f(x)+y f(x)$ for all $x$ and $y$ in $S$, and $f(x) / x$ is strictly increasing for $-1<x<0$ and for $0<x$.",950af2a3-8124-51cc-afe3-62a2eefdf193,Algebra,proof,olympiads,f(x)=-\frac{x}{1+x}
"\section*{Problem 2 - 271032}

Let \(a\) be a given positive real number.

For a function \(f\) defined for all real numbers \(x\), it is assumed that it satisfies the following conditions (1) and (2):

(1) For every real number \(x\), \(f(x) + f(x + a) = 1\).

(2) There exists a real number \(c\) such that for all real numbers \(x\) that satisfy \(c < x < c + \frac{1}{2}\), \(f(x) < \frac{1}{2}\) holds.

Prove that from these assumptions it always follows:

The function \(f\) is periodic; there is a smallest possible period of \(f\).

Determine this smallest possible period of \(f\).

Hint:

A function \(f\) is called periodic if and only if there exists a positive real number \(p\) such that for all real numbers \(x\), the equation \(f(x + p) = f(x)\) holds.

If this is the case, then any positive real number \(p\) for which this holds is called a period of \(f\).",8dcdc926-878b-5d40-8708-6369aeb59a9d,Algebra,proof,olympiads,2a
"Five children sit around a circular table. Each child chooses a positive integer and reports it to the others. Then, each child performs the following calculation: they add the numbers of the two children to their left, subtract the sum of the numbers of the other two children to their right, and multiply this difference by their own number, thus arriving at their final result.

Prove that the sum of the final results of all the children is a fixed value that does not depend on the numbers initially chosen by the children and, subsequently, determine this value.",0bc65fbc-9725-503d-be94-a9ecd82c2595,Algebra,proof,olympiads,0
8th Putnam 1948 Problem A3 a n is a sequence of positive reals decreasing monotonically to zero. b n is defined by b n = a n - 2a n+1 + a n+2 and all b n are non-negative. Prove that b 1 + 2b 2 + 3b 3 + ... = a 1 .,c79d18e8-62e7-5190-b4d9-a584bd005a85,Algebra,proof,olympiads,a_1
"Given circle $C$: $x^{2}+y^{2}+2x-3=0$.
(1) Find the coordinates of the circle's center $C$ and its radius length;
(2) Line $l$ passes through the coordinate origin and does not coincide with the $y$-axis. Line $l$ intersects circle $C$ at points $A(x_{1},y_{1})$ and $B(x_{2},y_{2})$. Prove that $\frac{1}{x_{1}} + \frac{1}{x_{2}}$ is a constant value.",6744c3e9-080c-5b90-b1f9-fec68d22395d,Geometry,proof,cn_k12,\frac{2}{3}
"Let ellipse $C$: $\dfrac{x^2}{a^2} + \dfrac{y^2}{b^2} = 1$ $(a > b > 0)$ pass through point $M(1,1)$, with eccentricity $e= \dfrac{\sqrt{6}}{3}$, and let $O$ be the origin.

$(1)$ Find the equation of ellipse $C$.

$(2)$ If line $l$ is any tangent line of the circle $O$: $x^2+y^2=1$, and line $l$ intersects ellipse $C$ at points $A$ and $B$, prove that: $\vec{OA} \cdot \vec{OB}$ is a constant value.",a4bbee15-3ce7-57b6-b8a5-8c6534248954,Geometry,proof,cn_k12,0
"In acute triangle $\triangle ABC$, the sides opposite to angles $A$, $B$, and $C$ are $a$, $b$, $c$ respectively, satisfying $\frac{{\sin A}}{{\sin C}} - 1 = \frac{{\sin^2 A - \sin^2 C}}{{\sin^2 B}$, and $A \neq C$. $(1)$ Prove that $B = 2C$; $(2)$ Given that $BD$ is the angle bisector of $\angle ABC$, if $a = 4$, find the range of lengths of segment $BD$.",bfb1ade3-97f3-5053-837d-2a3c8881a209,Geometry,proof,cn_k12,"\left(\frac{4\sqrt{3}}{3}, 2\sqrt{2}\right)"
"Given a point $P(x_{0},y_{0})(y_{0}\neq 0)$ on the ellipse $C: \frac {x^{2}}{4}+ \frac {y^{2}}{3}=1$, and the coordinates of point $Q$ are $( \frac {x_{0}}{4}, \frac {y_{0}}{3})$. For any point $M$ on line $l$, it satisfies $\overrightarrow{MP}\cdot \overrightarrow{OQ}=0$ (where $O$ is the origin).  
(Ⅰ) Find the equation of line $l$;  
(Ⅱ) Let the right focus of $C$ be $F$, and a perpendicular line to $l$ through point $(4,0)$ intersects line $PF$ at point $S$. Prove that $S$ lies on a fixed circle.",682464d2-1faf-55df-9121-d71277f4d27d,Geometry,proof,cn_k12,(x-1)^{2}+y^{2}=36
"In triangle ABC, the sides opposite to angles A, B, and C are a, b, and c, respectively. Given that bsinB - asinA = c.
(I) Prove that B - A = $\frac{\pi}{2}$;
(II) If c = $\sqrt{3}$, C = $\frac{\pi}{3}$, find the area of triangle ABC.",018ec155-5db2-500d-b356-74bcc0e074f5,Geometry,proof,cn_k12,\frac{\sqrt{3}}{4}
"Given in triangle $\triangle ABC$, $AB=AC$, prove that $\angle B \lt 90^{\circ}$. Write down the four steps of using proof by contradiction to prove this proposition:① $\therefore \angle A+\angle B+\angle C \gt 180^{\circ}$, which contradicts the fact that the sum of interior angles of a triangle is $180^{\circ}$② Therefore, the assumption is not valid. $\therefore \angle B \lt 90^{\circ}$③ Assume in $\triangle ABC$, $\angle B \gt 90^{\circ}$④ From $AB=AC$, we have $\angle B=\angle C \gt 90^{\circ}$, which means $\angle B+\angle C \gt 180^{\circ}$The correct order of these four steps should be ( )

A: ④③①②

B: ③④②①

C: ①②③④

D: ③④①②",457c91fc-c4b9-538f-9cee-182e6196b35e,Geometry,proof,cn_k12,D
"Prove the proposition ""In a triangle, at least one of the internal angles is not greater than 60 degrees"" using the method of contradiction. The correct assumption to make is (   )

(A) Assume all three internal angles are not greater than 60 degrees      (B) Assume all three internal angles are greater than 60 degrees

(C) Assume at most one of the internal angles is greater than 60 degrees (D) Assume at most two of the internal angles are greater than 60 degrees",5679de54-8052-53e2-b8c1-c87d7b388288,Geometry,proof,cn_k12,\text{B}
"In the Cartesian coordinate system $xOy$, with $O$ as the pole and the non-negative half-axis of $x$ as the polar axis, the polar equation of curve $M$ is $\rho=4\cos \theta$. The parametric equation of line $l$ is $\begin{cases} x=m+t\cos \alpha \\ y=t\sin \alpha \end{cases}$ ($t$ is the parameter, $0 \leqslant \alpha < \pi$). The rays $\theta=\varphi$, $\theta=\varphi+ \frac {\pi}{4}$, $\theta=\varphi- \frac {\pi}{4}$ intersect curve $M$ at points $A$, $B$, $C$ (different from point $O$) respectively.  
(I) Prove that: $|OB|+|OC|= \sqrt {2}|OA|$;  
(II) When $\varphi= \frac {\pi}{12}$, line $l$ passes through points $B$ and $C$, find the values of $m$ and $\alpha$.",4cceed34-3f60-5718-8ff7-15f351156875,Geometry,proof,cn_k12,"m=2, \alpha= \frac {2\pi}{3}"
"A circle C with the equation $x^2 + y^2 = r^2$ has the following property: If M and N are two points on circle C that are symmetric about the origin, and P is any point on circle C, when the slopes of lines PM and PN exist, denoted as $k_{PM}$ and $k_{PN}$ respectively, then the product $k_{PM} \cdot k_{PN}$ is a constant value that is independent of the location of point P.

Using analogous reasoning, describe a similar property for the ellipse $\frac{x^2}{a^2} + \frac{y^2}{b^2} = 1$ (with $a > b > 0$) and prove it.",a86ffb0e-511e-55f2-9b2c-d1be22f3557a,Geometry,proof,cn_k12,k_{PM} \cdot k_{PN} = -\frac{b^2}{a^2}
"Given in $\triangle ABC$, $C=2B$, $A \neq B$, prove that: $C^2 = b(a+b)$.",ea8b36f2-5db5-5336-92a2-de5788421eca,Geometry,proof,cn_k12,C^2 = b(a+b)
"Given point G(5, 4), circle $C_1$: $(x-1)^2+(y-4)^2=25$, a moving line $l$ passing through point G intersects circle $C_1$ at points E and F, and the midpoint of segment EF is C.
(Ⅰ) Find the equation of the trajectory $C_2$ of point C;
(Ⅱ) If a line $l_1$: $kx-y-k=0$ passing through point A(1, 0) intersects $C_2$ at points P and Q, the midpoint of segment PQ is M, and the intersection of $l_1$ with $l_2$: $x+2y+2=0$ is N, prove that $|AM|\cdot|AN|$ is a constant.",041fb253-de86-566c-800a-e184da384b3a,Geometry,proof,cn_k12,6
"Given an ellipse $\Gamma$: $\dfrac {x^{2}}{a^{2}}+ \dfrac {y^{2}}{b^{2}}=1(a > b > 0)$, where the left and right foci are $F_{1}$ and $F_{2}$ respectively, and the endpoints of the minor axis are $A$ and $B$, and the quadrilateral $AF_{1}BF_{2}$ is a square with side length $2$.

$(1)$ Find the equation of the ellipse $\Gamma$;  
$(2)$ If $C$ and $D$ are respectively the left and right endpoints of the ellipse $\Gamma$, and a moving point $M$ satisfies $MD \perp CD$, connect $CM$ and intersect the ellipse at point $P$. Prove that: $\overrightarrow{OM} \cdot \overrightarrow{OP}$ is a constant.",f66c9946-3cf0-58f2-a4ba-0692385a4e62,Geometry,proof,cn_k12,4
"Given that points $A(2,0)$ and $B(0,2)$ lie on circle $O$, and $P$ is a moving point on circle $O$ but not on the coordinate axes. The line $PA$ intersects the $y$-axis at point $M$, and the line $PB$ intersects the $x$-axis at point $N$. Prove that $|AN| \cdot |BM|$ is a constant value.",46b48e7a-44e9-5809-ae68-0b00bee2d866,Geometry,proof,cn_k12,8
"Use the proof by contradiction to prove: ""In a triangle, at least one of the angles is not greater than 60°"". The first step should be (　　)
A: Assume that at most one angle of the triangle is not greater than 60°
B: Assume that at least one angle of the triangle is not less than 60°
C: Assume that at least one angle of the triangle is greater than 60°
D: Assume that none of the angles of the triangle is not greater than 60° (i.e., assume all angles of the triangle are greater than 60°)",f7f08018-6954-5c3b-aadd-1b3fc3a7cfb4,Geometry,proof,cn_k12,D
"In triangle $\triangle ABC$, $D$ is a point on $BC$ such that $BD=2CD$, and $\angle BAC+\angle DAC=\pi$.  
$(1)$ Prove that $AB=3AD$.  
$(2)$ If $BC=3AC$, find $\cos \angle BAC$.",37eb8dc7-b596-5e60-a8b8-3b1da2eb072a,Geometry,proof,cn_k12,-\frac{\sqrt{6}}{6}
"In triangle $ABC$, the sides opposite to angles $A$, $B$, and $C$ are denoted as $a$, $b$, and $c$ respectively. Given $\overrightarrow{m}=\left( \frac{\cos B}{b}+ \frac{\cos C}{c},\sin A\right)$, $\overrightarrow{n}=\left( \frac{1}{a},1\right)$, and $\overrightarrow{m} \parallel \overrightarrow{n}$,  
(1) Prove that $\sin B \sin C = \sin A$;  
(2) If $a^{2}+c^{2}-b^{2}= \frac{10}{13}ac$, find $\tan C$.",a6dbbbfa-e586-5a86-b518-03e46a48c69d,Geometry,proof,cn_k12,\frac{12}{7}
"Given that in triangle $ABC$, the sides opposite to angles $A$, $B$, and $C$ are denoted as $a$, $b$, and $c$ respectively, and it is known that $\sin B(\tan A + \tan C) = \tan A\tan C$.

$(1)$ Prove that: $b^{2} = ac$;  
$(2)$ If $a = 2c = 2$, find the area of $\triangle ABC$.",9ad237fc-ff41-5731-a1c7-bebe554195bc,Geometry,proof,cn_k12,\frac{\sqrt{7}}{4}
"In $\triangle ABC$, the sides opposite to angles $A$, $B$, and $C$ are respectively $a$, $b$, and $c$. If $\sin (A-B)= \frac {a}{a+b}\sin A\cos B- \frac {b}{a+b}\sin B\cos A$.
$(1)$ Prove that: $A=B$;
$(2)$ If $A= \frac {7\pi}{24}$ and $a= \sqrt {6}$, find the area of $\triangle ABC$.",1aa17bef-bbf2-549a-ae83-675144175cd8,Geometry,proof,cn_k12,\frac {3( \sqrt {2}+ \sqrt {6})}{4}
"Given that $a$, $b$, $c$ are the lengths of the sides opposite to the angles $A$, $B$, $C$ in triangle $ABC$, $S$ is the area of triangle $ABC$, and $\sin(B+C) = \dfrac{2S}{a^{2}-c^{2}}$.
1. Prove that $A=2C$;
2. If $b=2$ and triangle $ABC$ is an acute triangle, find the range of values for $S$.",3f03d1b1-db95-5fac-9fb4-3b4abc18099d,Geometry,proof,cn_k12,"\left(\dfrac{\sqrt{3}}{2}, 2\right)"
"In triangle $\triangle ABC$, the opposite sides of angles $A$, $B$, and $C$ are $a$, $b$, and $c$, respectively, and $a\sin(B-C)=b\sin(A-C)$.  
$(1)$ Prove that $a=b$;  
$(2)$ If $c=5$ and $\cos C=\frac{12}{13}$, find the area of triangle $\triangle ABC$.",a0e1fe1a-4be7-5d80-b57e-974b2ef576c9,Geometry,proof,cn_k12,\frac{125}{4}
"Given the ellipse $E: \frac{x^2}{a^2} + \frac{y^2}{b^2}=1$ $(a > b > 0)$, and two points $P_{1}(0, \sqrt{3})$ and $P_{2}(1,-\frac{3}{2})$ on the ellipse. 
(Ⅰ) Determine the equation of the ellipse $E$ and the coordinates of its foci;  
(Ⅱ) Assume a line $l$ does not pass through $P_{1}(0, \sqrt{3})$ and intersects the ellipse $E$ at two points $M$ and $N$. The slopes of lines $P_{1}M$ and $P_{1}N$ are $k_{1}$ and $k_{2}$ respectively. If $k_{1} + k_{2} = -\sqrt{3}$, prove that line $l$ always passes through a fixed point.",ec660bf3-a282-541e-901c-35d7ac24db20,Geometry,proof,cn_k12,"(2, -\sqrt{3})"
"In acute triangle $\triangle ABC$, the sides opposite to angles $A$, $B$, $C$ are $a$, $b$, $c$ respectively, satisfying $\frac{{\sin A}}{{\sin C}}-1=\frac{{\sin^2 A-\sin^2 C}}{{\sin^2 B}}$, and $A\neq C$. $(1)$ Prove that $B=2C$; $(2)$ Given that $BD$ is the bisector of $\angle ABC$, if $a=4$, find the range of lengths of segment $BD$.",7a00667f-ffc5-592f-9d67-d37d8c94a4b3,Geometry,proof,cn_k12,"\left(\frac{4\sqrt{3}}{3}, 2\sqrt{2}\right)"
"Let point M be a fixed point on the x-axis, with its x-coordinate being $a$ ($a \in \mathbb{R}$). It is known that when $a=1$, the moving circle N passes through point M and is tangent to the line $x=-1$. Denote the trajectory of the center of the moving circle N as C.  
(Ⅰ) Find the equation of curve C;  
(Ⅱ) When $a>2$, if line $l$ is tangent to curve C at point $P(x_0, y_0)$ ($y_0>0$) and $l$ is also tangent to the moving circle M with the fixed point M as its center, prove that when the area of the moving circle M is minimized, the difference in the x-coordinates of points M and P is a constant.",f1ddf188-f123-5cb7-a231-9283ddc4306a,Geometry,proof,cn_k12,2
"In the Cartesian coordinate system $xOy$, a moving circle above the x-axis is tangent to the x-axis and externally tangent to the circle $x^2+y^2-2y=0$.  
(1) Find the equation of the trajectory $C$ of the center of the moving circle.  
(2) If point $P(a, b)$ ($a \neq 0, b \neq 0$) is a moving point on the plane, and it satisfies the condition: two tangents $PM$ and $PN$ to the curve $C$ can be drawn from point $P$, and the line connecting points $M$, $N$ is perpendicular to $OP$, prove that the line $MN$ passes through a fixed point, and find the coordinates of the fixed point.",dc50a2c3-0e53-59ce-8f3b-7685f3f8c343,Geometry,proof,cn_k12,"(0, 2)"
"Let $\triangle ABC$ have sides $a$, $b$, and $c$ opposite to angles $A$, $B$, and $C$ respectively. Given that $\sin C\sin (A-B)=\sin B\sin (C-A)$. Prove the following:
$(1)$ Show that $2a^{2}=b^{2}+c^{2}$;
$(2)$ If $a=5$ and $\cos A=\frac{25}{31}$, find the perimeter of $\triangle ABC$.",2252ecfe-10c0-5846-a004-ed76d7cdffad,Geometry,proof,cn_k12,14
"In triangle $\triangle ABC$, the reciprocals of the side lengths $a$, $b$, $c$ form an arithmetic progression. Prove that $B < \frac{\pi}{2}$.",1776a3b2-78ee-5663-a697-5f558bcfe122,Geometry,proof,cn_k12,B < \frac{\pi}{2}
"Given that the center of the ellipse $(C)$ is at the origin, $F$ is one of its foci on the positive semi-axis of $y$, its minor axis has a length of $2 \sqrt {2}$, and its eccentricity is $\dfrac { \sqrt {3}}{3}$.
(I) Find the equation of the ellipse $(C)$;
(II) Draw lines through point $F$ with slopes $k_{1}$ and $k_{2}$ that intersect the ellipse $(C)$, forming chords $AB$ and $CD$. Let $M$ and $N$ be the midpoints of these chords. Prove that when $k_{1}k_{2}=1$, the line $MN$ passes through a fixed point.",35a38f2a-8308-555d-9ecb-726da8f35004,Geometry,proof,cn_k12,"(0,3)"
"Given: In $\triangle ABC$, $\angle C = 90^\circ$, $\angle A > \angle B$. Prove: $\angle A > 45^\circ$. When using the method of contradiction to prove this, we should first assume ______.",511dea23-8cb3-5f93-999a-951e9b6dd2bd,Geometry,proof,cn_k12,\angle A \leq 45^\circ
"Given circle $O$: $x^{2}+y^{2}=2$, and line $l$ passing through two points $A(1,- \frac {3}{2})$, $B(4,0)$
(1) Find the equation of line $l$;
(2) If $P$ is a moving point on line $l$, and two tangents $PC$ and $PD$ are drawn from $P$ to the circle $O$ with tangent points $C$ and $D$, prove that line $CD$ passes through a fixed point, and find the coordinates of this fixed point.",74800cda-7cfa-5fb9-9560-59a984c04394,Geometry,proof,cn_k12,"\frac {1}{2},-1"
"Given $O$ is any point inside $\triangle ABC$, connect $AO$, $BO$, $CO$ and extend them to intersect the opposite sides at $A'$, $B'$, $C'$, respectively. Then $\dfrac{OA'}{AA'}+\dfrac{OB'}{BB'}+\dfrac{OC'}{CC'}=1$. This is a plane geometry problem, and its proof often uses the ""area method"": $\dfrac{OA'}{AA'}+\dfrac{OB'}{BB'}+\dfrac{OC'}{CC'}=\dfrac{S_{\triangle OBC}}{S_{\triangle ABC}}+\dfrac{S_{\triangle OCA}}{S_{\triangle ABC}}+\dfrac{S_{\triangle OAB}}{S_{\triangle ABC}}=1$. Please use analogous thinking, what similar conclusion exists for a tetrahedron $A-BCD$ in space? And prove it.",0e13178b-f936-5343-adad-0f002f34a3ca,Geometry,proof,cn_k12,\dfrac{OE}{AE}+ \dfrac{OF}{DF}+ \dfrac{OG}{BG}+ \dfrac{OH}{CH} =1
"Prove the proposition using the method of contradiction: ""In a triangle, at least one of the interior angles is not greater than $60$ degrees."" The correct assumption to make is:
A: Assume all three angles are not greater than $60$ degrees
B: Assume all three angles are greater than $60$ degrees
C: Assume at most one angle is greater than $60$ degrees
D: Assume at most two angles are greater than $60$ degrees",768dfdb1-3c75-52ac-b1e4-a6730d59d7af,Geometry,proof,cn_k12,\text{B}
"Given an ellipse $$C: \frac{x^2}{a^2} + \frac{y^2}{b^2} = 1 \quad (a > b > 0)$$ passes through the point $$(0, \sqrt{2})$$ and has an eccentricity of $$\frac{\sqrt{2}}{2}$$.
(Ⅰ) Find the equation of ellipse C.
(Ⅱ) Let A and B be the left and right vertices of ellipse C, respectively, and let P be a point on the ellipse C that is different from A and B. Construct rays starting from the origin O parallel to line AP and BP, intersecting ellipse C at points M and N, respectively. Prove that the area of triangle OMN is constant.",e0a9ebc1-004c-5164-9989-24a3ed38d4d4,Geometry,proof,cn_k12,S_{\triangle OMN} = \sqrt{2}
"Prove that in a right triangle $ABC$, at least one of the acute angles $\angle A$ and $\angle B$ is not greater than $45^{\circ}$. When proving this proposition by contradiction, one should first assume that:

A: $\angle A > 45^{\circ}$, $\angle B > 45^{\circ}$

B: $\angle A \geqslant 45^{\circ}$, $\angle B \geqslant 45^{\circ}$

C: $\angle A < 45^{\circ}$, $\angle B < 45^{\circ}$

D: $\angle A \leqslant 45^{\circ}$, $\angle B \leqslant 45^{\circ}$",833dd118-6c6a-537f-bd01-6b395cccefb1,Geometry,proof,cn_k12,\text{A}
"In triangle $\triangle ABC$, $a$, $b$, $c$ are the sides opposite to angles $A$, $B$, $C$ respectively, and it is given that $a^2=\frac{1-\cos A}{1-\cos B}$.  
$(Ⅰ)$ Prove that if $\triangle ABC$ is a non-isosceles triangle and $b=1$, there does not exist a triangle $\triangle ABC$ that satisfies the condition.  
$(Ⅱ)$ Find the maximum value of $\frac{1}{c}\left(\frac{1}{b}-\frac{1}{a}\right)$.",6227352a-fe5f-5fce-8aee-bb8b2ad04eda,Geometry,proof,cn_k12,3-2\sqrt{2}
"Given the ellipse \\(C: \frac{x^2}{a^2} + \frac{y^2}{b^2} = 1 (a > b > 0)\\) has a vertex at \\(A(2,0)\\), and the length of the major axis is twice the length of the minor axis.  
\\((1)\\) Find the equation of the ellipse \\(C\\);  
\\((2)\\) A line passing through point \\(D(1,0)\\) with a defined slope intersects the ellipse at points \\(G\\) and \\(H\\). The point \\(G'\\) is the reflection of \\(G\\) across the \\(x\\)-axis. Prove that the line \\(G'H\\) always passes through the fixed point \\((4,0)\\).",2443c7f3-8e60-5453-b2ef-2d6a0288b6b5,Geometry,proof,cn_k12,"(4,0)"
"Given the ellipse $E$: $\frac{x^{2}}{a^{2}} + \frac{y^{2}}{b^{2}} = 1 (a > b > 0)$ passes through the point $(1, \frac{3}{2})$, and its eccentricity $e = \frac{1}{2}$.  
(I) Find the equation of the ellipse $E$;  
(II) Let the right vertex of the ellipse $E$ be $A$. If the line $l$: $y = kx + m$ intersects the ellipse $E$ at points $M$ and $N$ (different from point $A$), and the circle with $MN$ as its diameter passes through the right vertex of the ellipse, prove that the line $l$ passes through a fixed point, and find the coordinates of that point.",e2d9b3ec-0c6a-50d9-80b5-eda00dcf4ad2,Geometry,proof,cn_k12,"(\frac{2}{7} ,0)"
